2021-03-30 10:57:14,749 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-03-30 10:57:14,828 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-03-30 10:57:14,831 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-03-30 10:57:14,832 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-03-30 10:57:14,852 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-03-30 10:57:14,853 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-03-30 10:57:14,854 INFO  SwAddin.cs: 201 - Setting up command manager
2021-03-30 10:57:14,855 INFO  SwAddin.cs: 204 - Adding command manager
2021-03-30 10:57:14,859 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-03-30 10:57:14,860 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-03-30 10:57:14,861 INFO  SwAddin.cs: 210 - Adding event handlers
2021-03-30 10:57:15,006 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-03-30 11:09:28,304 INFO  SwAddin.cs: 294 - Assembly export called for file URDF Assembly
2021-03-30 11:09:28,314 INFO  SwAddin.cs: 299 - Save is required
2021-03-30 11:09:28,314 INFO  SwAddin.cs: 313 - Saving assembly
2021-03-30 11:09:40,075 INFO  SwAddin.cs: 316 - Opening property manager
2021-03-30 11:09:40,129 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from URDF Assembly
2021-03-30 11:09:40,141 INFO  ExportHelperExtension.cs: 1136 - Found 48 in URDF Assembly
2021-03-30 11:09:40,142 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in URDF Assembly
2021-03-30 11:09:40,143 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-03-30 11:09:40,144 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2021-03-30 11:09:40,145 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from End_Effector-1
2021-03-30 11:09:40,146 INFO  ExportHelperExtension.cs: 1136 - Found 31 in End_Effector-1
2021-03-30 11:09:40,147 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in End_Effector-1
2021-03-30 11:09:40,148 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link1-1
2021-03-30 11:09:40,149 INFO  ExportHelperExtension.cs: 1136 - Found 30 in Link1-1
2021-03-30 11:09:40,149 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link1-1
